Student_ID,First_Name,Last_Name,Full_School_Name,School,Grade,Gender,Race,Ethnicity,Street,City,State,Zip,Lat,Lon,Address,Students,Grade_for_Sorting
40111,Kenneth,Acevedo,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
43086,Gabrielle,Anderson,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
43856,Shari,Anderson,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
42183,Samantha,Atkins,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
40752,Eric,Avery,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
41748,Timothy,Baker,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
42482,Linda,Barnes,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
40433,Kenneth,Berg,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43353,Tina,Bradshaw,Chestnut Academy,CA,10,Female,White,Hispanic,,,,,,,,1,10
42079,Catherine,Brown,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
40574,Mark,Chavez,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
41295,Harold,Clark,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
40178,Thomas,Dominguez,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
42831,Michelle,Douglas,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
41134,Joshua,Franklin,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
40510,Alex,Fritz,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
40825,Derek,Garcia,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43627,Amanda,Giles,Chestnut Academy,CA,10,Female,American Indian,Hispanic,,,,,,,,1,10
42717,Laura,Gomez,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
43915,Jessica,Hardy,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
43364,Heather,Hays,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
42221,Brianna,Herrera,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
40147,Manuel,Hill,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40679,Donald,Hodge,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43794,Janice,Hodges,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
40884,Bradley,House,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
43614,Carrie,Johnson,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
40505,Jerry,Johnson,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40098,Zachary,Johnson,Chestnut Academy,CA,10,Male,American Indian,Hispanic,,,,,,,,1,10
42561,Mary,Jones,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
43641,Stephanie,Jones,Chestnut Academy,CA,10,Female,White,Hispanic,,,,,,,,1,10
43709,Christina,Keller,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
41915,Joseph,Keller,Chestnut Academy,CA,10,Male,American Indian,Non-Hispanic,,,,,,,,1,10
42432,Jaclyn,Kelly,Chestnut Academy,CA,10,Female,American Indian,Hispanic,,,,,,,,1,10
40205,John,Kim,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43659,Cheryl,Kirk,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
41870,Matthew,Knight,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
41169,Timothy,Krause,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
40424,Jaime,Levy,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
40121,Jason,Lopez,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
40116,Gary,Madden,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
42507,Amy,Moran,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
41235,Gary,Moyer,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
40341,Chris,Nelson,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
40284,Joel,Nichols,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
42164,Laura,Obrien,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
41671,Matthew,Perez,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
43212,Beth,Peterson,Chestnut Academy,CA,10,Female,Asian,Hispanic,,,,,,,,1,10
40006,Robert,Poole,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
43932,Kristen,Ramsey,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
42359,Kathy,Reed,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
42812,Michele,Reed,Chestnut Academy,CA,10,Female,African American,Non-Hispanic,,,,,,,,1,10
42871,Cynthia,Reynolds,Chestnut Academy,CA,10,Female,Asian,Hispanic,,,,,,,,1,10
42589,Danielle,Reynolds,Chestnut Academy,CA,10,Female,American Indian,Non-Hispanic,,,,,,,,1,10
40381,Richard,Richard,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
40250,Daniel,Robertson,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
43735,Cheryl,Robinson,Chestnut Academy,CA,10,Female,White,Non-Hispanic,,,,,,,,1,10
41093,Jake,Schultz,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
42127,Sharon,Shepherd,Chestnut Academy,CA,10,Female,African American,Hispanic,,,,,,,,1,10
41838,Robert,Simon,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43328,Kathryn,Simpson,Chestnut Academy,CA,10,Female,White,Hispanic,,,,,,,,1,10
41119,Gerald,Sims,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
41411,Christopher,Smith,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
41463,Matthew,Smith,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
40409,Brian,Sparks,Chestnut Academy,CA,10,Male,Asian,Hispanic,,,,,,,,1,10
40542,Nicholas,Thornton,Chestnut Academy,CA,10,Male,American Indian,Non-Hispanic,,,,,,,,1,10
43346,Monica,Wall,Chestnut Academy,CA,10,Female,American Indian,Non-Hispanic,,,,,,,,1,10
40288,Jared,Walters,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
41238,Peter,Webb,Chestnut Academy,CA,10,Male,White,Hispanic,,,,,,,,1,10
40855,Hunter,Weiss,Chestnut Academy,CA,10,Male,African American,Hispanic,,,,,,,,1,10
40893,Ryan,White,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
41724,Alex,Williams,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43607,Brittany,Williams,Chestnut Academy,CA,10,Female,Asian,Non-Hispanic,,,,,,,,1,10
41791,Christopher,Williams,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
43678,Elizabeth,Williams,Chestnut Academy,CA,10,Female,Asian,Hispanic,,,,,,,,1,10
41212,Jimmy,Williams,Chestnut Academy,CA,10,Male,Asian,Non-Hispanic,,,,,,,,1,10
43459,Patricia,Williams,Chestnut Academy,CA,10,Female,African American,Hispanic,,,,,,,,1,10
41353,Ricky,Wu,Chestnut Academy,CA,10,Male,African American,Non-Hispanic,,,,,,,,1,10
41666,Jacob,Yates,Chestnut Academy,CA,10,Male,White,Non-Hispanic,,,,,,,,1,10
42698,Erica,Allen,Chestnut Academy,CA,11,Female,American Indian,Non-Hispanic,,,,,,,,1,11
40562,David,Allison,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
42660,Susan,Austin,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
43392,Brenda,Ayala,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41248,Danny,Bauer,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
43689,Amber,Benson,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42237,Jamie,Boyd,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42923,Elizabeth,Brown,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
43969,Sarah,Byrd,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40624,David,Camacho,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
43725,Terri,Campos,Chestnut Academy,CA,11,Female,Asian,Hispanic,,,,,,,,1,11
43765,Kathryn,Chang,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
41959,Jason,Clements,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42235,Julia,Coleman,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
41124,Jared,Colon,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
40026,David,Compton,Chestnut Academy,CA,11,Male,African American,Hispanic,,,,,,,,1,11
42489,Amanda,Cooper,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
40508,Terry,Daniels,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
43333,Elizabeth,Davis,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
41918,Robert,Estes,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
43621,Whitney,Evans,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40172,Travis,Farmer,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43452,Lauren,Frye,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
42791,Brandy,Garcia,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
43029,Evelyn,George,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
41503,Gabriel,George,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43394,Kimberly,Gilbert,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
42163,Elizabeth,Gomez,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40415,Russell,Gonzalez,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42643,Kelly,Graves,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
42565,Lisa,Hansen,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42527,Kelsey,Harper,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
43376,Nancy,Harrison,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42031,Wanda,Holmes,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41835,Brian,Hubbard,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
43848,Julia,Jefferson,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
41491,Steven,Jefferson,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43897,Carolyn,Joseph,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41878,Jonathan,Lester,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
42532,Anna,Mayo,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
41163,Ryan,Mccoy,Chestnut Academy,CA,11,Male,American Indian,Non-Hispanic,,,,,,,,1,11
42247,Chelsea,Mclaughlin,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
41709,Matthew,Miller,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40136,Christopher,Mitchell,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
40803,Sean,Myers,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40493,Nicholas,Patel,Chestnut Academy,CA,11,Male,Asian,Hispanic,,,,,,,,1,11
41765,Leonard,Paul,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
40492,James,Porter,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
42975,Raven,Price,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
41131,Scott,Price,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
43525,Victoria,Ramirez,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
41876,Ricky,Reed,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40491,David,Richardson,Chestnut Academy,CA,11,Male,African American,Hispanic,,,,,,,,1,11
43460,Laura,Rivera,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
42077,Jamie,Robinson,Chestnut Academy,CA,11,Female,African American,Hispanic,,,,,,,,1,11
43445,Latasha,Rodgers,Chestnut Academy,CA,11,Female,White,Hispanic,,,,,,,,1,11
40928,Bryan,Rodriguez,Chestnut Academy,CA,11,Male,Asian,Non-Hispanic,,,,,,,,1,11
43912,Kimberly,Rogers,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42379,Barbara,Sandoval,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
40714,Brian,Shannon,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
42467,Amy,Smith,Chestnut Academy,CA,11,Female,African American,Hispanic,,,,,,,,1,11
40070,Jason,Smith,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
41213,Neil,Smith,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
40240,William,Smith,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
42177,Jennifer,Stephens,Chestnut Academy,CA,11,Female,African American,Non-Hispanic,,,,,,,,1,11
40272,Karl,Stephens,Chestnut Academy,CA,11,Male,African American,Non-Hispanic,,,,,,,,1,11
43416,Anita,Thompson,Chestnut Academy,CA,11,Female,White,Non-Hispanic,,,,,,,,1,11
42932,Carrie,Vaughn,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
43947,Jordan,Walls,Chestnut Academy,CA,11,Female,Asian,Non-Hispanic,,,,,,,,1,11
41512,Christian,Walters,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
41514,Ryan,Walton,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
40735,Anthony,Weiss,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
40600,George,Williams,Chestnut Academy,CA,11,Male,White,Hispanic,,,,,,,,1,11
40192,Adam,Wilson,Chestnut Academy,CA,11,Male,White,Non-Hispanic,,,,,,,,1,11
42963,Betty,Wilson,Chestnut Academy,CA,11,Female,Asian,Hispanic,,,,,,,,1,11
43244,Dawn,Anderson,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
41479,Daniel,Arnold,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
40904,John,Avila,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
42957,Ashley,Bishop,Chestnut Academy,CA,12,Female,Asian,Hispanic,,,,,,,,1,12
40488,Joseph,Blackburn,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
43723,Jacqueline,Blanchard,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
43227,Carla,Boone,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
40466,Richard,Brooks,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
40618,Jason,Campbell,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
42218,Samantha,Castillo,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
42983,Jennifer,Cherry,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
42910,Megan,Davis,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
42260,Robin,Deleon,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
41635,Michael,Evans,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
42444,Lynn,Farley,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
42834,Latasha,Fitzpatrick,Chestnut Academy,CA,12,Female,Asian,Hispanic,,,,,,,,1,12
42454,Molly,Fletcher,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
41233,Thomas,Fletcher,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
42892,Amy,Green,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
43651,Angela,Guzman,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
41682,Robert,Hall,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41367,Lucas,Harris,Chestnut Academy,CA,12,Male,Asian,Hispanic,,,,,,,,1,12
42752,Danielle,Horton,Chestnut Academy,CA,12,Female,Asian,Non-Hispanic,,,,,,,,1,12
43539,Angela,Johnson,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
41275,Jeremy,Jones,Chestnut Academy,CA,12,Male,White,Hispanic,,,,,,,,1,12
41040,Thomas,Kim,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
41242,Jason,Lawson,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
43267,Kristina,Lawson,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
43819,Joan,Lee,Chestnut Academy,CA,12,Female,African American,Hispanic,,,,,,,,1,12
42659,Monique,Leonard,Chestnut Academy,CA,12,Female,Asian,Hispanic,,,,,,,,1,12
40048,Christopher,Lester,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
42025,Karen,Long,Chestnut Academy,CA,12,Female,White,Hispanic,,,,,,,,1,12
43881,Cheryl,Marquez,Chestnut Academy,CA,12,Female,White,Hispanic,,,,,,,,1,12
42241,Lisa,Mcdaniel,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
43846,Tara,Montgomery,Chestnut Academy,CA,12,Female,White,Non-Hispanic,,,,,,,,1,12
41346,Gregory,Morgan,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41098,Joshua,Morrison,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41646,Nicholas,Nelson,Chestnut Academy,CA,12,Male,White,Hispanic,,,,,,,,1,12
40264,Frank,Page,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
41758,Jesus,Payne,Chestnut Academy,CA,12,Male,White,Hispanic,,,,,,,,1,12
40073,Donald,Perez,Chestnut Academy,CA,12,Male,African American,Hispanic,,,,,,,,1,12
42257,Christina,Perkins,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
43495,Ariel,Ramirez,Chestnut Academy,CA,12,Female,African American,Non-Hispanic,,,,,,,,1,12
41627,Michael,Reilly,Chestnut Academy,CA,12,Male,African American,Non-Hispanic,,,,,,,,1,12
40639,Matthew,Roach,Chestnut Academy,CA,12,Male,White,Non-Hispanic,,,,,,,,1,12
